Timestamp,Residents,Apartment_Type,Temperature,Humidity,Water_Price,Period_Consumption_Index,Income_Level,Guests,Amenities,Appliance_Usage,Water_Consumption,Hour,Day,Month,Weekday,Is_Weekend,Year,Is_Summer,Is_Day,Apartment_Type_Encode,Income_Level_Encoded,Amenities_Encoded
12/04/2011 16,2,1BHK,10.73,50.98,1.53,1.29,Middle,1,Unknown,0.0,114.37,16,12,4,1,0,2011,0,1,0,1.0,0.0
13/04/2011 00,5,2BHK,22.23,54.21,1.31,1.01,Middle,1,Unknown,0.0,179.29,0,13,4,2,0,2011,0,0,1,1.0,0.0
13/04/2011 08,3,2BHK,14.44,33.74,1.15,1.43,Middle,0,Jacuzzi,0.0,209.7,8,13,4,2,0,2011,0,1,1,1.0,3.0
13/04/2011 16,3,Bungalow,29.28,49.83,2.97,0.92,Upper Middle,1,Jacuzzi,0.0,165.55,16,13,4,2,0,2011,0,1,3,2.0,3.0
14/04/2011 00,4,Bungalow,12.43,55.86,1.83,1.27,Rich,0,Fountain,0.0,226.26,0,14,4,3,0,2011,0,0,3,3.0,2.0
14/04/2011 08,3,1BHK,33.29,41.53,1.01,0.97,Low,0,Unknown,1.0,118.98,8,14,4,3,0,2011,0,1,0,0.0,0.0
14/04/2011 16,5,Detached,22.37,76.43,1.92,1.23,Rich,0,Swimming Pool,1.0,318.36,16,14,4,3,0,2011,0,1,5,3.0,4.0
15/04/2011 00,5,Bungalow,13.01,60.03,1.55,1.12,Upper Middle,0,Jacuzzi,0.0,199.62,0,15,4,4,0,2011,0,0,3,2.0,3.0
15/04/2011 08,1,Studio,32.95,45.79,1.74,0.87,Low,0,Swimming Pool,0.0,65.02,8,15,4,4,0,2011,0,1,6,0.0,4.0
15/04/2011 16,2,Cottage,21.81,43.33,1.76,0.91,Middle,1,Garden,0.0,97.45,16,15,4,4,0,2011,0,1,4,1.0,1.0
16/04/2011 00,4,Bungalow,33.14,54.94,1.62,1.05,Upper Middle,1,Unknown,0.0,191.13,0,16,4,5,1,2011,0,0,3,2.0,0.0
16/04/2011 08,2,1BHK,16.54,48.69,1.56,1.29,Middle,1,Swimming Pool,1.0,182.67,8,16,4,5,1,2011,0,1,0,1.0,4.0
16/04/2011 16,3,Cottage,31.63,41.59,1.35,1.16,Middle,0,Unknown,0.0,133.52,16,16,4,5,1,2011,0,1,4,1.0,0.0
17/04/2011 00,4,Bungalow,25.78,55.4,1.82,1.46,Rich,0,Swimming Pool,0.0,315.57,0,17,4,6,1,2011,0,0,3,3.0,4.0
17/04/2011 08,3,2BHK,13.89,68.75,2.85,0.94,Upper Middle,0,Unknown,1.0,100.05,8,17,4,6,1,2011,0,1,1,2.0,0.0
17/04/2011 16,5,3BHK,19.62,68.86,2.59,1.02,Rich,0,Jacuzzi,0.0,221.07,16,17,4,6,1,2011,0,1,2,3.0,3.0
18/04/2011 00,3,2BHK,34.7,69.27,2.66,1.21,Upper Middle,0,Swimming Pool,1.0,200.45,0,18,4,0,0,2011,0,0,1,2.0,4.0
18/04/2011 08,2,1BHK,23.11,44.05,1.39,1.4,Low,1,Unknown,0.0,131.65,8,18,4,0,0,2011,0,1,0,0.0,0.0
18/04/2011 16,2,1BHK,19.14,43.31,1.27,0.93,Middle,0,Unknown,0.0,79.2,16,18,4,0,0,2011,0,1,0,1.0,0.0
19/04/2011 00,5,Bungalow,17.24,38.79,2.01,0.82,Upper Middle,0,Unknown,0.0,137.25,0,19,4,1,0,2011,0,0,3,2.0,0.0
19/04/2011 08,4,Bungalow,31.18,26.95,2.68,0.94,Rich,0,Fountain,0.0,223.29,8,19,4,1,0,2011,0,1,3,3.0,2.0
19/04/2011 16,2,Studio,19.19,65.06,1.65,1.19,Low,0,Garden,0.0,72.89,16,19,4,1,0,2011,0,1,6,0.0,1.0
20/04/2011 00,2,1BHK,15.79,64.51,1.54,1.32,Low,0,Garden,0.0,89.88,0,20,4,2,0,2011,0,0,0,0.0,1.0
20/04/2011 08,5,3BHK,27.73,62.72,2.45,0.98,Upper Middle,0,Swimming Pool,0.0,248.65,8,20,4,2,0,2011,0,1,2,2.0,4.0
20/04/2011 16,4,Bungalow,27.89,51.8,2.43,1.19,Upper Middle,0,Unknown,1.0,193.91,16,20,4,2,0,2011,0,1,3,2.0,0.0
21/04/2011 00,4,Bungalow,18.18,73.26,1.83,1.14,Upper Middle,1,Unknown,0.0,153.03,0,21,4,3,0,2011,0,0,3,2.0,0.0
21/04/2011 08,2,Cottage,34.88,65.62,1.08,1.05,Middle,0,Garden,0.0,91.9,8,21,4,3,0,2011,0,1,4,1.0,1.0
21/04/2011 16,3,Bungalow,17.49,56.03,2.44,1.23,Upper Middle,0,Fountain,0.0,187.57,16,21,4,3,0,2011,0,1,3,2.0,2.0
22/04/2011 00,2,1BHK,11.14,64.5,1.57,0.82,Low,0,Unknown,0.0,49.98,0,22,4,4,0,2011,0,0,0,0.0,0.0
22/04/2011 08,4,2BHK,10.3,73.98,1.52,1.5,Middle,0,Garden,0.0,156.32,8,22,4,4,0,2011,0,1,1,1.0,1.0
22/04/2011 16,4,2BHK,31.93,61.46,1.58,1.06,Middle,0,Fountain,0.0,165.72,16,22,4,4,0,2011,0,1,1,1.0,2.0
23/04/2011 00,3,Bungalow,20.01,59.93,2.47,1.5,Upper Middle,0,Garden,0.0,159.4,0,23,4,5,1,2011,0,0,3,2.0,1.0
23/04/2011 08,2,Studio,19.34,63.62,1.64,0.87,Low,0,Unknown,0.0,50.98,8,23,4,5,1,2011,0,1,6,0.0,0.0
23/04/2011 16,2,1BHK,30.82,54.62,1.37,1.11,Middle,0,Fountain,0.0,103.63,16,23,4,5,1,2011,0,1,0,1.0,2.0
24/04/2011 00,3,1BHK,20.06,50.86,1.16,1.3,Middle,0,Unknown,0.0,130.66,0,24,4,6,1,2011,0,0,0,1.0,0.0
24/04/2011 08,2,1BHK,13.0,49.87,1.35,1.15,Middle,0,Unknown,0.0,88.36,8,24,4,6,1,2011,0,1,0,1.0,0.0
24/04/2011 16,4,Detached,34.03,35.78,1.51,0.85,Rich,0,Swimming Pool,1.0,325.62,16,24,4,6,1,2011,0,1,5,3.0,4.0
25/04/2011 00,3,Cottage,24.06,76.94,1.31,1.07,Middle,0,Unknown,0.0,90.35,0,25,4,0,0,2011,0,0,4,1.0,0.0
25/04/2011 08,2,Cottage,26.87,68.77,1.34,1.35,Middle,0,Garden,0.0,106.91,8,25,4,0,0,2011,0,1,4,1.0,1.0
25/04/2011 16,3,Detached,33.2,49.74,2.24,1.68,Rich,0,Jacuzzi,0.0,218.71,16,25,4,0,0,2011,0,1,5,3.0,3.0
26/04/2011 00,3,Cottage,18.68,55.06,1.61,1.08,Middle,0,Unknown,0.0,101.56,0,26,4,1,0,2011,0,0,4,1.0,0.0
26/04/2011 08,3,1BHK,23.9,34.5,1.64,0.89,Middle,1,Unknown,0.0,119.0,8,26,4,1,0,2011,0,1,0,1.0,0.0
26/04/2011 16,5,Detached,25.86,65.55,1.67,1.05,Rich,0,Garden,0.0,216.15,16,26,4,1,0,2011,0,1,5,3.0,1.0
27/04/2011 00,5,3BHK,30.46,33.26,2.8,1.23,Upper Middle,0,Swimming Pool,1.0,370.25,0,27,4,2,0,2011,0,0,2,2.0,4.0
27/04/2011 08,4,2BHK,29.23,45.27,1.45,1.39,Middle,0,Garden,1.0,241.32,8,27,4,2,0,2011,0,1,1,1.0,1.0
27/04/2011 16,3,2BHK,28.51,36.6,3.0,1.44,Upper Middle,0,Garden,0.0,194.77,16,27,4,2,0,2011,0,1,1,2.0,1.0
28/04/2011 00,5,3BHK,22.5,69.75,1.66,1.49,Upper Middle,0,Swimming Pool,1.0,348.08,0,28,4,3,0,2011,0,0,2,2.0,4.0
28/04/2011 08,4,Detached,12.56,41.5,1.65,1.22,Rich,0,Fountain,1.0,302.34,8,28,4,3,0,2011,0,1,5,3.0,2.0
28/04/2011 16,2,Cottage,30.59,54.67,1.02,1.05,Middle,0,Jacuzzi,0.0,114.51,16,28,4,3,0,2011,0,1,4,1.0,3.0
29/04/2011 00,4,3BHK,11.22,71.08,2.83,1.37,Upper Middle,1,Jacuzzi,0.0,236.22,0,29,4,4,0,2011,0,0,2,2.0,3.0
29/04/2011 08,3,1BHK,32.0,38.73,1.03,0.8,Middle,0,Garden,0.0,101.28,8,29,4,4,0,2011,0,1,0,1.0,1.0
29/04/2011 16,2,Studio,30.52,69.96,1.42,0.9,Low,1,Garden,0.0,70.57,16,29,4,4,0,2011,0,1,6,0.0,1.0
30/04/2011 00,2,1BHK,12.07,55.51,1.59,1.19,Middle,0,Unknown,0.0,86.68,0,30,4,5,1,2011,0,0,0,1.0,0.0
30/04/2011 08,3,Cottage,16.43,78.03,1.68,0.85,Middle,0,Unknown,0.0,66.16,8,30,4,5,1,2011,0,1,4,1.0,0.0
30/04/2011 16,4,2BHK,28.85,52.37,1.17,1.66,Middle,0,Unknown,0.0,139.64,16,30,4,5,1,2011,0,1,1,1.0,0.0
01/05/2011 00,3,Detached,17.55,50.65,1.68,1.18,Rich,0,Swimming Pool,0.0,228.2,0,1,5,6,1,2011,0,0,5,3.0,4.0
01/05/2011 08,5,2BHK,15.28,59.27,1.22,1.09,Middle,0,Garden,0.0,156.0,8,1,5,6,1,2011,0,1,1,1.0,1.0
01/05/2011 16,3,1BHK,22.62,68.32,1.5,1.08,Low,0,Unknown,0.0,86.33,16,1,5,6,1,2011,0,1,0,0.0,0.0
02/05/2011 00,2,1BHK,32.15,59.56,1.49,1.37,Middle,0,Jacuzzi,0.0,143.61,0,2,5,0,0,2011,0,0,0,1.0,3.0
02/05/2011 08,1,Studio,24.44,65.2,1.73,1.37,Low,1,Unknown,0.0,77.37,8,2,5,0,0,2011,0,1,6,0.0,0.0
02/05/2011 16,3,2BHK,11.51,48.49,2.82,0.93,Upper Middle,0,Unknown,0.0,98.09,16,2,5,0,0,2011,0,1,1,2.0,0.0
03/05/2011 00,3,Cottage,20.9,55.4,1.36,1.31,Middle,1,Unknown,0.0,152.58,0,3,5,1,0,2011,0,0,4,1.0,0.0
03/05/2011 08,5,Bungalow,13.75,48.24,1.97,0.97,Upper Middle,1,Unknown,0.0,178.08,8,3,5,1,0,2011,0,1,3,2.0,0.0
03/05/2011 16,2,1BHK,32.95,57.56,1.62,0.91,Middle,0,Unknown,0.0,77.48,16,3,5,1,0,2011,0,1,0,1.0,0.0
04/05/2011 00,2,1BHK,22.43,60.63,1.21,1.15,Middle,0,Fountain,0.0,107.71,0,4,5,2,0,2011,0,0,0,1.0,2.0
04/05/2011 08,3,2BHK,29.94,47.17,2.46,1.06,Middle,1,Unknown,1.0,184.55,8,4,5,2,0,2011,0,1,1,1.0,0.0
04/05/2011 16,3,Cottage,10.65,51.26,1.79,1.44,Middle,0,Unknown,0.0,128.85,16,4,5,2,0,2011,0,1,4,1.0,0.0
05/05/2011 00,3,Bungalow,22.89,64.92,2.85,1.07,Upper Middle,1,Fountain,0.0,158.34,0,5,5,3,0,2011,0,0,3,2.0,2.0
05/05/2011 08,2,1BHK,15.1,46.88,1.05,0.96,Middle,0,Unknown,0.0,77.45,8,5,5,3,0,2011,0,1,0,1.0,0.0
05/05/2011 16,2,Cottage,17.72,61.27,1.07,1.5,Middle,1,Fountain,0.0,161.72,16,5,5,3,0,2011,0,1,4,1.0,2.0
06/05/2011 00,5,Detached,12.99,57.73,1.72,1.08,Rich,0,Unknown,0.0,200.14,0,6,5,4,0,2011,0,0,5,3.0,0.0
06/05/2011 08,3,Bungalow,17.59,51.0,1.83,1.15,Upper Middle,1,Unknown,0.0,156.05,8,6,5,4,0,2011,0,1,3,2.0,0.0
06/05/2011 16,5,3BHK,24.01,29.38,2.21,1.26,Upper Middle,0,Unknown,0.0,255.47,16,6,5,4,0,2011,0,1,2,2.0,0.0
07/05/2011 00,2,Cottage,10.9,64.82,1.46,1.48,Middle,0,Unknown,0.0,99.93,0,7,5,5,1,2011,0,0,4,1.0,0.0
07/05/2011 08,2,Studio,32.83,65.97,1.21,1.46,Low,0,Unknown,0.0,96.14,8,7,5,5,1,2011,0,1,6,0.0,0.0
07/05/2011 16,3,Cottage,15.49,56.54,1.35,1.23,Middle,0,Unknown,1.0,129.81,16,7,5,5,1,2011,0,1,4,1.0,0.0
08/05/2011 00,5,2BHK,34.84,41.47,1.57,0.86,Middle,0,Unknown,0.0,151.23,0,8,5,6,1,2011,0,0,1,1.0,0.0
08/05/2011 08,3,1BHK,10.62,46.9,1.12,1.05,Low,0,Garden,0.0,93.98,8,8,5,6,1,2011,0,1,0,0.0,1.0
08/05/2011 16,1,Studio,14.35,50.17,1.24,1.21,Low,0,Unknown,0.0,59.35,16,8,5,6,1,2011,0,1,6,0.0,0.0
09/05/2011 00,2,Cottage,23.55,65.73,1.71,1.29,Middle,0,Unknown,1.0,109.57,0,9,5,0,0,2011,0,0,4,1.0,0.0
09/05/2011 08,3,1BHK,22.92,50.5,1.29,1.23,Middle,0,Swimming Pool,0.0,163.19,8,9,5,0,0,2011,0,1,0,1.0,4.0
09/05/2011 16,2,Cottage,12.19,56.19,1.23,0.95,Middle,0,Swimming Pool,0.0,90.58,16,9,5,0,0,2011,0,1,4,1.0,4.0
10/05/2011 00,4,3BHK,13.1,52.65,1.98,0.92,Upper Middle,1,Unknown,0.0,154.5,0,10,5,1,0,2011,0,0,2,2.0,0.0
10/05/2011 08,4,3BHK,29.47,52.54,1.69,1.19,Rich,1,Garden,0.0,286.46,8,10,5,1,0,2011,0,1,2,3.0,1.0
10/05/2011 16,3,3BHK,19.58,59.86,2.35,1.41,Rich,0,Unknown,1.0,223.18,16,10,5,1,0,2011,0,1,2,3.0,0.0
11/05/2011 00,3,1BHK,10.74,54.36,3.0,1.5,Upper Middle,0,Jacuzzi,0.0,185.59,0,11,5,2,0,2011,0,0,0,2.0,3.0
11/05/2011 08,3,2BHK,12.97,61.26,1.65,0.92,Middle,0,Garden,0.0,90.57,8,11,5,2,0,2011,0,1,1,1.0,1.0
11/05/2011 16,5,Bungalow,31.67,56.46,2.37,1.04,Upper Middle,0,Unknown,0.0,171.13,16,11,5,2,0,2011,0,1,3,2.0,0.0
12/05/2011 00,1,Studio,29.26,60.71,1.73,0.83,Low,0,Garden,1.0,50.73,0,12,5,3,0,2011,0,0,6,0.0,1.0
12/05/2011 08,2,1BHK,18.37,51.68,1.49,1.0,Low,0,Garden,0.0,71.59,8,12,5,3,0,2011,0,1,0,0.0,1.0
12/05/2011 16,4,2BHK,16.16,52.15,1.44,0.97,Middle,1,Unknown,0.0,143.14,16,12,5,3,0,2011,0,1,1,1.0,0.0
13/05/2011 00,1,Studio,17.38,41.45,1.66,0.94,Low,0,Garden,0.0,51.84,0,13,5,4,0,2011,0,0,6,0.0,1.0
13/05/2011 08,3,3BHK,14.82,50.66,1.61,0.89,Upper Middle,1,Swimming Pool,0.0,171.91,8,13,5,4,0,2011,0,1,2,2.0,4.0
13/05/2011 16,2,Cottage,32.82,61.07,1.27,0.93,Middle,0,Garden,1.0,93.92,16,13,5,4,0,2011,0,1,4,1.0,1.0
14/05/2011 00,2,Cottage,21.42,63.1,1.64,0.91,Middle,0,Garden,0.0,70.7,0,14,5,5,1,2011,0,0,4,1.0,1.0
14/05/2011 08,2,Cottage,13.6,56.92,1.38,0.89,Middle,1,Unknown,0.0,78.74,8,14,5,5,1,2011,0,1,4,1.0,0.0
14/05/2011 16,2,1BHK,22.91,56.27,1.18,1.07,Low,0,Unknown,0.0,78.01,16,14,5,5,1,2011,0,1,0,0.0,0.0
15/05/2011 00,3,2BHK,18.92,56.87,1.41,1.11,Middle,0,Fountain,1.0,157.93,0,15,5,6,1,2011,0,0,1,1.0,2.0
15/05/2011 08,5,2BHK,30.01,41.27,1.64,1.18,Middle,1,Unknown,0.0,238.69,8,15,5,6,1,2011,0,1,1,1.0,0.0
15/05/2011 16,2,1BHK,13.66,53.91,1.56,0.82,Middle,0,Garden,0.0,64.21,16,15,5,6,1,2011,0,1,0,1.0,1.0
16/05/2011 00,2,Studio,32.73,60.36,1.29,1.28,Low,0,Jacuzzi,1.0,125.28,0,16,5,0,0,2011,0,0,6,0.0,3.0
16/05/2011 08,5,Bungalow,30.83,53.71,1.7601349325337332,0.82,Upper Middle,1,Garden,0.0,168.76,8,16,5,0,0,2011,0,1,3,2.0,1.0
16/05/2011 16,4,2BHK,24.96,43.62,1.75,1.47,Middle,1,Swimming Pool,0.0,338.27,16,16,5,0,0,2011,0,1,1,1.0,4.0
17/05/2011 00,3,Bungalow,10.99,55.9,1.75,1.46,Upper Middle,0,Unknown,0.0,153.91,0,17,5,1,0,2011,0,0,3,2.0,0.0
17/05/2011 08,5,Bungalow,25.29,62.28,2.21,0.98,Rich,0,Fountain,0.0,209.41,8,17,5,1,0,2011,0,1,3,3.0,2.0
17/05/2011 16,3,Cottage,19.49,39.35,1.6,1.33,Middle,0,Unknown,0.0,140.18,16,17,5,1,0,2011,0,1,4,1.0,0.0
18/05/2011 00,4,2BHK,18.55,29.34,1.33,1.14,Middle,1,Unknown,0.0,198.86,0,18,5,2,0,2011,0,0,1,1.0,0.0
18/05/2011 08,3,2BHK,28.98,51.71,1.74,1.33,Upper Middle,1,Unknown,0.0,200.05,8,18,5,2,0,2011,0,1,1,2.0,0.0
18/05/2011 16,2,Studio,20.27,52.98,1.39,1.15,Low,0,Unknown,0.0,83.44,16,18,5,2,0,2011,0,1,6,0.0,0.0
19/05/2011 00,3,Cottage,15.0,62.81,1.58,1.12,Middle,1,Unknown,0.0,94.95,0,19,5,3,0,2011,0,0,4,1.0,0.0
19/05/2011 08,3,3BHK,30.43,52.36,2.31,1.11,Upper Middle,0,Garden,0.0,156.21,8,19,5,3,0,2011,0,1,2,2.0,1.0
19/05/2011 16,2,Studio,30.24,49.27,1.71,1.01,Low,0,Unknown,1.0,82.57,16,19,5,3,0,2011,0,1,6,0.0,0.0
20/05/2011 00,4,Bungalow,25.27,49.42,2.08,1.28,Upper Middle,1,Fountain,0.0,264.53,0,20,5,4,0,2011,0,0,3,2.0,2.0
20/05/2011 08,5,Bungalow,21.87,47.93,2.59,1.1,Upper Middle,0,Swimming Pool,0.0,226.51,8,20,5,4,0,2011,0,1,3,2.0,4.0
20/05/2011 16,3,1BHK,11.79,61.94,1.38,1.13,Middle,0,Swimming Pool,0.0,125.16,16,20,5,4,0,2011,0,1,0,1.0,4.0
21/05/2011 00,3,Cottage,24.11,58.33,1.79,1.16,Middle,1,Garden,0.0,138.81,0,21,5,5,1,2011,0,0,4,1.0,1.0
21/05/2011 08,3,1BHK,24.23,55.85,1.75,1.19,Middle,0,Unknown,0.0,116.11,8,21,5,5,1,2011,0,1,0,1.0,0.0
21/05/2011 16,2,Cottage,20.8,53.42,1.12,1.5,Middle,0,Unknown,0.0,121.5,16,21,5,5,1,2011,0,1,4,1.0,0.0
22/05/2011 00,5,Detached,29.41,49.37,2.37,1.09,Rich,0,Jacuzzi,0.0,296.96,0,22,5,6,1,2011,0,0,5,3.0,3.0
22/05/2011 08,4,2BHK,16.49,57.88,1.0,1.44,Middle,0,Unknown,1.0,201.31,8,22,5,6,1,2011,0,1,1,1.0,0.0
23/05/2011 00,4,2BHK,16.93,51.48,1.69,1.43,Middle,0,Unknown,0.0,176.08,0,23,5,0,0,2011,0,0,1,1.0,0.0
23/05/2011 08,4,2BHK,13.29,51.98,1.75,0.85,Upper Middle,0,Unknown,1.0,127.5,8,23,5,0,0,2011,0,1,1,2.0,0.0
23/05/2011 16,4,Detached,20.17,61.95,2.18,1.43,Rich,1,Jacuzzi,0.0,347.77,16,23,5,0,0,2011,0,1,5,3.0,3.0
24/05/2011 00,4,Bungalow,19.75,55.35,1.7601349325337332,1.45,Upper Middle,0,Jacuzzi,0.0,277.45,0,24,5,1,0,2011,0,0,3,2.0,3.0
24/05/2011 08,2,1BHK,10.16,63.74,1.68,1.18,Low,0,Unknown,0.0,70.83,8,24,5,1,0,2011,0,1,0,0.0,0.0
24/05/2011 16,3,3BHK,26.1,65.44,2.17,1.19,Rich,0,Swimming Pool,0.0,217.5,16,24,5,1,0,2011,0,1,2,3.0,4.0
25/05/2011 00,3,Bungalow,10.01,57.88,2.69,1.42,Upper Middle,0,Unknown,0.0,139.37,0,25,5,2,0,2011,0,0,3,2.0,0.0
25/05/2011 08,3,1BHK,18.33,63.85,1.08,1.19,Low,0,Unknown,0.0,96.75,8,25,5,2,0,2011,0,1,0,0.0,0.0
25/05/2011 16,4,Bungalow,20.37,43.19,2.55,1.3,Upper Middle,0,Swimming Pool,1.0,273.8,16,25,5,2,0,2011,0,1,3,2.0,4.0
26/05/2011 00,2,1BHK,30.36,58.03,1.3,1.46,Low,1,Garden,0.0,115.85,0,26,5,3,0,2011,0,0,0,0.0,1.0
26/05/2011 08,2,1BHK,16.97,51.08,1.3,0.8,Middle,0,Unknown,0.0,63.7,8,26,5,3,0,2011,0,1,0,1.0,0.0
26/05/2011 16,3,Cottage,31.33,68.6,1.64,1.15,Middle,0,Unknown,0.0,108.72,16,26,5,3,0,2011,0,1,4,1.0,0.0
27/05/2011 00,5,2BHK,21.65,37.07,1.04,0.88,Middle,0,Garden,1.0,177.45,0,27,5,4,0,2011,0,0,1,1.0,1.0
27/05/2011 08,2,Cottage,14.32,46.37,1.73,1.24,Middle,0,Unknown,0.0,97.02,8,27,5,4,0,2011,0,1,4,1.0,0.0
27/05/2011 16,4,Detached,20.71,62.74,2.72,1.45,Rich,1,Swimming Pool,0.0,356.34,16,27,5,4,0,2011,0,1,5,3.0,4.0
28/05/2011 00,3,Cottage,25.19,51.29,1.17,0.85,Middle,0,Jacuzzi,0.0,127.57,0,28,5,5,1,2011,0,0,4,1.0,3.0
28/05/2011 08,2,1BHK,18.44,53.57,1.72,0.82,Low,1,Jacuzzi,1.0,98.74,8,28,5,5,1,2011,0,1,0,0.0,3.0
28/05/2011 16,2,Studio,11.45,56.6,1.48,1.26,Low,0,Unknown,0.0,73.31,16,28,5,5,1,2011,0,1,6,0.0,0.0
29/05/2011 00,1,Studio,26.17,47.47,1.46,0.85,Low,1,Garden,0.0,58.26,0,29,5,6,1,2011,0,0,6,0.0,1.0
29/05/2011 08,1,Studio,18.24,61.87,1.4,1.29,Low,0,Unknown,0.0,59.85,8,29,5,6,1,2011,0,1,6,0.0,0.0
29/05/2011 16,3,1BHK,24.22,52.36,1.27,1.1,Middle,0,Unknown,0.0,112.0,16,29,5,6,1,2011,0,1,0,1.0,0.0
30/05/2011 00,5,3BHK,14.42,55.17,1.65,0.82,Upper Middle,0,Unknown,0.0,133.42,0,30,5,0,0,2011,0,0,2,2.0,0.0
30/05/2011 08,2,1BHK,23.6,49.65,1.72,1.1,Low,0,Garden,0.0,85.69,8,30,5,0,0,2011,0,1,0,0.0,1.0
30/05/2011 16,4,Bungalow,16.24,68.38,2.87,1.04,Upper Middle,0,Unknown,0.0,116.55,16,30,5,0,0,2011,0,1,3,2.0,0.0
31/05/2011 00,4,Detached,10.27,63.01,1.88,1.01,Rich,1,Fountain,0.0,217.77,0,31,5,1,0,2011,0,0,5,3.0,2.0
31/05/2011 08,3,Cottage,22.8,47.93,1.15,1.41,Middle,1,Unknown,1.0,203.56,8,31,5,1,0,2011,0,1,4,1.0,0.0
31/05/2011 16,5,Bungalow,11.36,64.36,2.6,1.5,Rich,0,Jacuzzi,0.0,286.49,16,31,5,1,0,2011,0,1,3,3.0,3.0
01/06/2011 00,3,2BHK,19.19,43.8,1.29,1.18,Middle,0,Swimming Pool,0.0,174.68,0,1,6,2,0,2011,1,0,1,1.0,4.0
01/06/2011 08,5,Bungalow,32.89,43.35,1.81,1.34,Rich,0,Swimming Pool,0.0,382.8,8,1,6,2,0,2011,1,1,3,3.0,4.0
01/06/2011 16,4,2BHK,14.26,56.12,1.38,1.16,Middle,0,Unknown,1.0,157.42,16,1,6,2,0,2011,1,1,1,1.0,0.0
02/06/2011 00,3,2BHK,24.44,56.75,1.54,1.47,Upper Middle,1,Unknown,1.0,240.83,0,2,6,3,0,2011,1,0,1,2.0,0.0
02/06/2011 08,1,Studio,14.11,54.67,1.33,1.01,Low,0,Unknown,0.0,47.87,8,2,6,3,0,2011,1,1,6,0.0,0.0
02/06/2011 16,4,2BHK,32.01,44.16,1.65,1.23,Upper Middle,0,Unknown,0.0,198.15,16,2,6,3,0,2011,1,1,1,2.0,0.0
03/06/2011 00,5,2BHK,15.65,67.1,1.18,1.84,Middle,0,Unknown,0.0,149.55,0,3,6,4,0,2011,1,0,1,1.0,0.0
03/06/2011 08,2,1BHK,16.92,64.82,1.1,0.89,Low,0,Garden,1.0,69.88,8,3,6,4,0,2011,1,1,0,0.0,1.0
03/06/2011 16,2,Cottage,20.77,66.32,1.48,1.45,Middle,0,Unknown,0.0,105.42,16,3,6,4,0,2011,1,1,4,1.0,0.0
04/06/2011 00,5,3BHK,14.58,65.02,1.57,1.2,Upper Middle,1,Unknown,0.0,219.59,0,4,6,5,1,2011,1,0,2,2.0,0.0
04/06/2011 08,4,Bungalow,16.32,54.55,1.97,1.21,Upper Middle,0,Unknown,0.0,156.83,8,4,6,5,1,2011,1,1,3,2.0,0.0
05/06/2011 00,2,Cottage,11.52,31.31,1.22,1.31,Middle,0,Unknown,0.0,112.26,0,5,6,6,1,2011,1,0,4,1.0,0.0
05/06/2011 08,3,1BHK,26.15,35.84,1.73,1.15,Middle,1,Unknown,0.0,139.31,8,5,6,6,1,2011,1,1,0,1.0,0.0
05/06/2011 16,3,Cottage,33.97,50.17,1.66,1.14,Middle,0,Jacuzzi,0.0,155.97,16,5,6,6,1,2011,1,1,4,1.0,3.0
06/06/2011 00,4,3BHK,20.82,64.95,2.94,0.91,Upper Middle,1,Unknown,0.0,141.73,0,6,6,0,0,2011,1,0,2,2.0,0.0
06/06/2011 08,5,3BHK,14.79,54.12,2.74,1.49,Upper Middle,1,Unknown,0.0,278.27,8,6,6,0,0,2011,1,1,2,2.0,0.0
06/06/2011 16,3,Cottage,30.64,60.37,1.75,1.12,Middle,1,Unknown,0.0,133.38,16,6,6,0,0,2011,1,1,4,1.0,0.0
07/06/2011 00,3,3BHK,14.15,48.71,1.56,1.33,Upper Middle,0,Unknown,1.0,191.81,0,7,6,1,0,2011,1,0,2,2.0,0.0
07/06/2011 08,3,1BHK,14.36,56.76,1.01,1.36,Middle,0,Unknown,0.0,113.34,8,7,6,1,0,2011,1,1,0,1.0,0.0
07/06/2011 16,4,3BHK,17.62,52.04,1.98,0.97,Rich,0,Swimming Pool,0.0,216.75,16,7,6,1,0,2011,1,1,2,3.0,4.0
08/06/2011 00,4,2BHK,32.86,49.36,1.74,1.15,Upper Middle,0,Swimming Pool,1.0,266.69,0,8,6,2,0,2011,1,0,1,2.0,4.0
08/06/2011 08,5,3BHK,19.88,47.31,1.51,0.86,Rich,0,Jacuzzi,0.0,231.35,8,8,6,2,0,2011,1,1,2,3.0,3.0
08/06/2011 16,3,2BHK,10.62,80.4,2.89,1.06,Upper Middle,0,Fountain,1.0,119.3,16,8,6,2,0,2011,1,1,1,2.0,2.0
09/06/2011 00,3,1BHK,23.84,54.98,1.59,0.84,Low,1,Unknown,0.0,88.87,0,9,6,3,0,2011,1,0,0,0.0,0.0
09/06/2011 08,2,1BHK,20.24,54.82,1.35,1.5,Low,0,Unknown,0.0,106.66,8,9,6,3,0,2011,1,1,0,0.0,0.0
09/06/2011 16,2,1BHK,22.39,45.0,1.17,1.23,Middle,0,Fountain,0.0,127.78,16,9,6,3,0,2011,1,1,0,1.0,2.0
10/06/2011 00,3,2BHK,17.02,44.29,2.42,1.01,Upper Middle,1,Jacuzzi,0.0,172.22,0,10,6,4,0,2011,1,0,1,2.0,3.0
